,0,1,2
2035,8@1696,"[[1104, 1], [293, 1]]",3.0
2036,4@2151,"[[1503, 1], [1874, 1], [1429, 1], [1189, 1], [186, 1], [246, 1], [992, 1], [1213, 1]]",5.0
2037,128@1848,"[[596, 1]]",5.0
2038,151@5112,"[[328, 1]]",4.0
2039,86@1503,"[[955, 1]]",5.0
2040,4@4708,"[[806, 1], [705, 1]]",4.0
2041,59@1811,"[[331, 1]]",4.0
2042,116@322,"[[1093, 1], [186, 1]]",2.0
2043,87@2376,"[[1913, 1], [43, 1]]",5.0
2044,115@3403,"[[1210, 1]]",2.0
2045,16@3168,"[[1078, 1], [294, 1]]",4.0
2046,114@2522,"[[607, 1], [1210, 1]]",4.0
2047,81@4142,"[[694, 1], [1267, 1], [1692, 1]]",1.0
2048,90@5110,"[[1719, 1], [268, 1], [77, 1], [460, 1], [1786, 1], [1952, 1], [1946, 1], [77, 1]]",1.0
2049,147@1339,"[[592, 1], [777, 1]]",3.0
2050,81@4212,"[[1126, 1], [1479, 1]]",4.0
2051,92@2710,"[[581, 1]]",4.0
2052,140@2488,"[[1953, 1], [694, 1], [1033, 1], [731, 1], [545, 1]]",5.0
2053,147@1100,"[[941, 1], [694, 1], [501, 1], [1928, 1]]",4.0
2054,92@3821,"[[2037, 1], [581, 1], [980, 1]]",4.0
2055,96@1803,"[[1189, 1], [581, 1], [268, 1], [491, 1], [1889, 1], [1928, 1], [1213, 1]]",2.0
2056,50@2352,"[[705, 1], [1972, 1], [1437, 1], [646, 1], [1027, 1]]",5.0
2057,47@4957,"[[293, 1]]",4.0
2058,56@2357,"[[792, 1], [1651, 1], [1467, 1], [70, 1]]",4.0
2059,113@1125,"[[941, 1]]",4.0
2060,57@1742,"[[1380, 1]]",4.0
2061,56@4021,"[[83, 1], [1212, 1], [1992, 1], [596, 1], [757, 1], [1189, 1], [1213, 1]]",5.0
2062,145@327,"[[268, 1], [1177, 1]]",2.0
2063,146@2923,"[[757, 1], [711, 1]]",4.0
2064,151@2819,"[[888, 1], [880, 1]]",2.0
2065,81@390,"[[77, 1], [643, 1], [1213, 1]]",5.0
2066,86@5143,"[[581, 1], [1479, 1], [1213, 1]]",4.0
2067,88@218,"[[152, 1], [861, 1], [1530, 1], [1188, 1], [1213, 1], [1606, 1]]",4.0
2068,96@895,"[[694, 1], [969, 1], [694, 1]]",4.0
2069,119@4036,"[[186, 1], [1213, 1]]",3.0
2070,122@3376,"[[1978, 1], [1996, 1], [1479, 1], [208, 1], [777, 1]]",3.0
2071,27@1331,"[[246, 1], [1213, 1]]",5.0
2072,43@4225,"[[268, 1], [845, 1], [186, 1], [1874, 1]]",4.0
2073,47@1390,"[[629, 1]]",4.0
2074,89@3049,"[[2016, 1], [1924, 1]]",4.0
2075,39@3019,"[[476, 1]]",5.0
2076,152@4921,"[[1093, 1], [1874, 1], [1273, 1], [61, 1], [445, 1], [1858, 1], [1606, 1]]",4.0
2077,15@4964,"[[186, 1], [768, 1], [62, 1]]",3.0
2078,104@2809,"[[1423, 1]]",3.0
2079,48@2850,"[[341, 1], [993, 1], [1632, 1], [186, 1], [1023, 1]]",4.0
2080,112@697,"[[1397, 1]]",4.0
2081,41@1208,"[[137, 1], [1874, 1]]",5.0
2082,96@1282,"[[757, 1], [1189, 1], [1048, 1], [581, 1], [643, 1], [547, 1], [1213, 1]]",4.0
2083,19@3313,"[[1870, 1]]",4.0
2084,147@1947,"[[792, 1]]",4.0
2085,92@3416,"[[1744, 1], [565, 1]]",3.0
2086,30@4285,"[[1787, 1], [1093, 1], [1714, 1], [1714, 1], [1564, 1]]",4.0
2087,3@4752,"[[1093, 1], [675, 1], [137, 1], [731, 1], [675, 1]]",3.0
2088,101@2866,"[[491, 1], [1270, 1]]",3.0
2089,147@4296,"[[777, 1], [1301, 1], [1475, 1], [1423, 1]]",3.0
2090,145@3633,"[[432, 1], [596, 1]]",3.0
2091,79@2052,"[[202, 1], [130, 1], [1023, 1]]",4.0
2092,142@2262,"[[1487, 1]]",4.0
2093,96@3544,"[[191, 1], [270, 1]]",3.0
2094,89@3793,"[[80, 1]]",2.0
2095,18@2146,"[[564, 1], [268, 1], [293, 1], [1582, 1], [319, 1], [1243, 1]]",5.0
2096,10@1368,"[[2079, 1], [605, 1]]",4.0
2097,137@3899,"[[1413, 1], [1567, 1]]",3.0
2098,137@1588,"[[2079, 1]]",4.0
2099,50@877,"[[1213, 1]]",4.0
2100,116@672,"[[1233, 1]]",4.0
2101,83@939,"[[583, 1], [587, 1], [1874, 1], [1192, 1], [945, 1]]",4.0
2102,25@2651,"[[1925, 1]]",4.0
2103,81@4667,"[[694, 1], [131, 1], [694, 1], [777, 1], [731, 1]]",2.0
2104,144@791,"[[2024, 1], [731, 1]]",5.0
2105,22@3920,"[[152, 1], [268, 1], [777, 1]]",3.0
2106,127@3784,"[[137, 1], [1373, 1]]",4.0
2107,115@2758,"[[581, 1], [1873, 1], [835, 1], [1983, 1]]",2.0
2108,70@709,"[[1818, 1]]",4.0
2109,56@2722,"[[268, 1], [1928, 1], [1213, 1], [1522, 1]]",3.0
2110,10@4859,"[[1963, 1], [1068, 1]]",5.0
2111,90@2486,"[[268, 1], [186, 1], [565, 1], [90, 1], [1850, 1], [293, 1]]",5.0
2112,39@3173,"[[1172, 1], [2081, 1], [1650, 1], [1956, 1]]",3.0
2113,51@2409,"[[152, 1], [689, 1], [1692, 1]]",5.0
2114,16@1539,"[[2079, 1], [1273, 1], [596, 1], [966, 1]]",5.0
2115,88@1545,"[[761, 1], [731, 1], [770, 1]]",4.0
2116,103@3896,"[[294, 1]]",3.0
2117,48@4660,"[[926, 1], [1305, 1], [255, 1]]",2.0
2118,10@697,"[[2046, 1]]",4.0
2119,146@3926,"[[243, 1], [1213, 1], [731, 1], [1963, 1], [1213, 1]]",5.0
2120,105@1174,"[[565, 1], [1874, 1]]",5.0
2121,149@3046,"[[2043, 1], [1096, 1], [1210, 1], [1158, 1]]",3.0
2122,92@1293,"[[1978, 1], [1375, 1]]",3.0
2123,92@4332,"[[1044, 1], [1928, 1]]",3.0
2124,136@2108,"[[1870, 1]]",5.0
2125,62@552,"[[2037, 1], [186, 1], [137, 1]]",4.0
2126,43@2445,"[[1657, 1]]",4.0
2127,3@2789,"[[581, 1], [1023, 1]]",4.0
2128,49@2776,"[[1157, 1], [186, 1], [1397, 1], [1213, 1]]",4.0
2129,83@2118,"[[1441, 1], [2089, 1]]",4.0
2130,31@129,"[[905, 1], [1514, 1], [1213, 1]]",3.0
2131,147@3035,"[[1873, 1]]",1.0
2132,118@604,"[[1273, 1]]",5.0
2133,15@2181,"[[789, 1]]",5.0
2134,35@2744,"[[1963, 1], [1418, 1], [694, 1]]",4.0
2135,103@2248,"[[1155, 1], [446, 1]]",4.0
2136,70@4289,"[[845, 1], [777, 1]]",3.0
2137,142@3803,"[[1372, 1], [268, 1]]",2.0
2138,77@423,"[[1423, 1]]",4.0
2139,67@1064,"[[941, 1], [77, 1], [551, 1], [1744, 1], [1308, 1], [1771, 1], [1522, 1]]",3.0
2140,88@2800,"[[941, 1], [295, 1], [1931, 1], [1418, 1], [1567, 1], [2073, 1], [731, 1]]",4.0
2141,40@2521,"[[146, 1], [1983, 1], [731, 1]]",4.0
2142,48@1578,"[[1692, 1], [445, 1], [731, 1], [1692, 1], [102, 1]]",3.0
2143,42@2688,"[[1650, 1]]",4.0
2144,142@2275,"[[186, 1]]",3.0
2145,83@3244,"[[969, 1]]",4.0
2146,35@539,"[[597, 1], [1173, 1], [472, 1], [223, 1], [1317, 1], [1928, 1], [1956, 1], [1213, 1]]",4.0
2147,86@39,"[[1873, 1], [509, 1]]",5.0
2148,51@1191,"[[615, 1], [59, 1], [592, 1], [479, 1]]",4.0
2149,122@4867,"[[1621, 1], [1873, 1], [1905, 1], [1155, 1], [768, 1], [914, 1], [1397, 1], [1679, 1], [1921, 1], [344, 1], [1110, 1], [992, 1], [83, 1]]",5.0
2150,91@12,"[[1023, 1], [1172, 1], [417, 1]]",5.0
2151,145@3334,"[[941, 1], [596, 1]]",3.0
2152,22@4920,"[[1418, 1]]",4.0
2153,103@1926,"[[246, 1], [1126, 1]]",4.0
2154,67@3444,"[[941, 1], [1503, 1], [1418, 1], [1023, 1], [539, 1], [1874, 1], [1210, 1], [246, 1], [731, 1]]",3.0
2155,92@4220,"[[212, 1], [1397, 1], [1213, 1], [186, 1]]",4.0
2156,85@568,"[[643, 1], [604, 1], [1874, 1], [992, 1], [1956, 1], [1928, 1]]",4.0
2157,144@810,"[[643, 1], [421, 1], [941, 1]]",5.0
2158,70@3271,"[[941, 1], [1883, 1], [605, 1]]",4.0
2159,139@4966,"[[694, 1], [777, 1], [1210, 1], [694, 1]]",2.0
2160,109@1836,"[[1423, 1]]",4.0
2161,147@3355,"[[1674, 1], [1162, 1], [1873, 1], [102, 1], [1514, 1]]",4.0
2162,109@4966,"[[694, 1], [186, 1], [694, 1]]",5.0
2163,86@2352,"[[1873, 1]]",3.0
2164,83@174,"[[1521, 1]]",5.0
2165,10@4820,"[[1423, 1]]",3.0
2166,140@4309,"[[47, 1], [777, 1], [1423, 1], [1873, 1]]",3.0
2167,95@5225,"[[1692, 1], [1963, 1], [1213, 1], [1210, 1], [821, 1]]",4.0
2168,108@890,"[[1803, 1], [1729, 1], [1731, 1], [115, 1], [655, 1], [246, 1], [255, 1]]",5.0
2169,152@1653,"[[1096, 1]]",5.0
2170,149@4925,"[[186, 1], [738, 1], [777, 1], [1213, 1]]",4.0
2171,115@202,"[[557, 1]]",4.0
2172,31@1800,"[[152, 1], [1418, 1], [694, 1], [186, 1], [738, 1], [810, 1], [545, 1], [59, 1], [249, 1], [1104, 1]]",4.0
2173,95@1393,"[[142, 1], [1692, 1], [738, 1], [1213, 1]]",2.0
2174,96@4552,"[[835, 1], [1441, 1], [186, 1], [42, 1]]",4.0
2175,40@2457,"[[69, 1], [694, 1], [1548, 1]]",5.0
2176,141@3472,"[[795, 1]]",5.0
2177,4@4407,"[[1423, 1]]",4.0
2178,102@2739,"[[581, 1], [1418, 1], [694, 1], [1213, 1]]",4.0
2179,50@712,"[[1979, 1]]",3.0
2180,70@4311,"[[1093, 1], [101, 1], [1669, 1], [709, 1]]",4.0
2181,147@3956,"[[1874, 1], [61, 1]]",3.0
2182,102@3951,"[[1925, 1], [1979, 1]]",4.0
2183,122@996,"[[1905, 1], [1155, 1], [599, 1], [445, 1], [645, 1]]",5.0
2184,42@798,"[[1534, 1], [596, 1], [1092, 1], [479, 1], [757, 1]]",5.0
2185,15@1533,"[[1963, 1]]",3.0
2186,144@948,"[[293, 1], [1096, 1], [984, 1], [1888, 1], [1956, 1], [1888, 1]]",3.0
2187,20@1616,"[[581, 1], [186, 1], [360, 1], [1213, 1]]",4.0
2188,142@416,"[[268, 1], [27, 1], [565, 1], [259, 1], [1874, 1], [718, 1]]",4.0
2189,70@2769,"[[1692, 1], [1544, 1]]",4.0
2190,23@3728,"[[1213, 1], [731, 1], [694, 1]]",3.0
2191,32@3580,"[[1363, 1], [428, 1], [1928, 1]]",4.0
2192,112@3230,"[[294, 1]]",4.0
2193,31@1620,"[[186, 1], [646, 1]]",4.0
2194,16@2215,"[[694, 1]]",4.0
2195,3@1974,"[[186, 1], [1273, 1]]",4.0
2196,91@357,"[[312, 1], [689, 1], [1873, 1], [1133, 1], [539, 1], [596, 1], [61, 1], [186, 1]]",3.0
2197,118@4545,"[[1925, 1], [1979, 1]]",4.0
2198,10@3963,"[[146, 1], [2071, 1], [1023, 1], [1104, 1], [731, 1], [1023, 1], [605, 1]]",4.0
2199,18@3523,"[[1692, 1], [1669, 1], [590, 1]]",4.0
2200,134@2352,"[[1273, 1]]",5.0
2201,100@71,"[[46, 1], [709, 1], [694, 1], [1487, 1], [186, 1]]",4.5
2202,4@4749,"[[596, 1]]",4.0
2203,10@2029,"[[941, 1]]",4.0
2204,39@5154,"[[694, 1], [969, 1]]",5.0
2205,86@1315,"[[1874, 1]]",3.0
2206,137@668,"[[1441, 1]]",4.0
2207,147@3046,"[[1418, 1], [1963, 1], [2062, 1], [62, 1], [646, 1], [2048, 1], [809, 1]]",2.0
2208,1@4824,"[[1956, 1]]",2.0
2209,81@5206,"[[1869, 1], [1819, 1], [509, 1], [2089, 1]]",3.0
2210,137@1943,"[[358, 1], [1104, 1]]",5.0
2211,66@2560,"[[515, 1], [186, 1], [1350, 1]]",4.0
2212,98@2640,"[[491, 1]]",4.0
2213,56@896,"[[1546, 1], [2071, 1], [1479, 1]]",5.0
2214,66@5,"[[268, 1], [969, 1]]",4.0
2215,92@3470,"[[689, 1], [1023, 1]]",4.0
2216,35@4004,"[[152, 1], [1305, 1], [955, 1], [1479, 1]]",4.0
2217,96@1370,"[[445, 1], [969, 1]]",4.0
2218,11@4021,"[[628, 1], [1213, 1]]",5.0
2219,104@3175,"[[689, 1], [445, 1]]",5.0
2220,14@1237,"[[268, 1], [1096, 1], [1874, 1], [596, 1], [643, 1]]",4.0
2221,102@4260,"[[88, 1]]",4.0
2222,104@3442,"[[1870, 1]]",4.0
2223,144@1627,"[[564, 1], [268, 1], [1096, 1], [1567, 1], [1567, 1]]",3.0
2224,77@2986,"[[1308, 1], [1874, 1], [246, 1], [1423, 1], [479, 1]]",5.0
2225,144@5137,"[[146, 1], [1632, 1], [186, 1]]",5.0
2226,3@2861,"[[509, 1], [1491, 1]]",3.0
2227,56@3785,"[[1135, 1], [1213, 1]]",4.0
2228,83@4475,"[[2060, 1], [1213, 1], [1567, 1]]",4.0
2229,15@4053,"[[1674, 1], [1692, 1], [102, 1], [115, 1], [1155, 1]]",2.5
2230,78@1864,"[[1829, 1], [1978, 1], [88, 1]]",4.0
2231,84@3395,"[[1963, 1], [246, 1]]",3.0
2232,76@1217,"[[526, 1], [605, 1]]",5.0
2233,76@1323,"[[1743, 1], [186, 1], [1492, 1], [1227, 1]]",5.0
2234,104@916,"[[1567, 1], [1210, 1], [246, 1], [1407, 1]]",5.0
2235,96@4337,"[[1870, 1]]",4.0
2236,35@5176,"[[268, 1], [186, 1]]",4.0
2237,127@5067,"[[152, 1], [1142, 1], [581, 1], [501, 1], [1438, 1], [1928, 1], [969, 1], [821, 1]]",4.0
2238,96@3086,"[[545, 1], [1874, 1], [1986, 1]]",5.0
2239,89@3275,"[[1093, 1], [186, 1]]",2.0
2240,39@530,"[[1189, 1], [581, 1], [835, 1], [565, 1], [102, 1], [324, 1], [268, 1]]",3.0
2241,131@784,"[[1639, 1]]",3.0
2242,80@3376,"[[88, 1]]",1.0
2243,50@1397,"[[509, 1], [596, 1]]",4.0
2244,88@612,"[[1912, 1], [1845, 1], [1913, 1]]",5.0
2245,59@4062,"[[941, 1], [1376, 1], [897, 1]]",5.0
2246,92@2911,"[[1368, 1], [246, 1]]",3.0
2247,3@4440,"[[366, 1]]",3.0
2248,35@3684,"[[268, 1], [1213, 1]]",3.0
2249,70@4610,"[[1172, 1], [761, 1], [2073, 1]]",4.0
2250,42@4162,"[[605, 1], [526, 1]]",5.0
2251,92@129,"[[186, 1]]",4.0
2252,92@4879,"[[62, 1]]",3.0
2253,94@1821,"[[792, 1], [1874, 1]]",4.0
2254,44@3565,"[[1874, 1]]",4.0
2255,31@48,"[[1224, 1], [581, 1], [786, 1], [1928, 1], [2024, 1]]",4.0
2256,3@784,"[[1164, 1]]",2.0
2257,98@3775,"[[1873, 1], [223, 1]]",5.0
2258,81@1565,"[[186, 1]]",4.0
2259,146@4847,"[[1155, 1], [186, 1], [501, 1], [1369, 1], [1956, 1], [268, 1], [77, 1]]",4.0
2260,144@4377,"[[1369, 1]]",4.0
2261,42@607,"[[674, 1], [1873, 1], [1692, 1], [255, 1], [102, 1], [1213, 1], [445, 1]]",5.0
2262,127@2433,"[[130, 1], [289, 1], [428, 1]]",3.0
2263,62@389,"[[689, 1], [1096, 1], [1567, 1], [445, 1], [385, 1]]",4.0
2264,128@4915,"[[1869, 1], [186, 1], [731, 1]]",4.0
2265,103@2133,"[[268, 1]]",4.0
2266,99@4512,"[[581, 1]]",2.0
2267,128@2349,"[[186, 1], [445, 1], [1213, 1]]",3.0
2268,96@1387,"[[449, 1], [1023, 1]]",4.0
2269,92@389,"[[268, 1], [2036, 1], [152, 1]]",4.0
2270,8@459,"[[1479, 1]]",4.0
2271,6@4052,"[[207, 1], [2079, 1], [1213, 1], [736, 1]]",3.0
2272,122@2283,"[[1979, 1]]",4.0
2273,67@3334,"[[1674, 1], [142, 1], [380, 1], [83, 1], [1692, 1], [1968, 1], [65, 1], [1874, 1], [969, 1], [731, 1], [202, 1], [216, 1], [605, 1]]",4.0
2274,110@2750,"[[268, 1], [1423, 1], [1928, 1], [1514, 1], [1213, 1]]",3.0
2275,76@2986,"[[1372, 1], [1873, 1], [83, 1], [1478, 1], [1155, 1], [565, 1], [556, 1], [1009, 1], [277, 1], [180, 1], [1213, 1], [564, 1], [268, 1], [835, 1], [1479, 1], [1928, 1], [1941, 1], [293, 1]]",3.0
2276,51@2163,"[[1874, 1]]",4.0
2277,10@2910,"[[1874, 1], [1479, 1]]",3.0
2278,151@599,"[[581, 1], [77, 1], [186, 1], [1928, 1], [1213, 1]]",3.0
2279,9@1207,"[[15, 1], [941, 1], [1059, 1], [1479, 1], [731, 1], [1213, 1]]",4.0
2280,149@0,"[[592, 1], [705, 1], [2093, 1], [1587, 1]]",3.0
2281,137@977,"[[142, 1], [694, 1], [1172, 1], [1210, 1]]",4.0
2282,28@2522,"[[565, 1]]",4.0
2283,120@3108,"[[83, 1], [1629, 1], [969, 1], [446, 1], [1177, 1]]",5.0
2284,100@2279,"[[186, 1], [457, 1]]",1.0
2285,46@4363,"[[1874, 1]]",3.0
2286,9@3236,"[[1372, 1], [1096, 1], [186, 1], [1567, 1], [596, 1], [1213, 1]]",5.0
2287,108@2239,"[[1323, 1], [1172, 1]]",4.0
2288,119@1331,"[[1023, 1], [1866, 1], [1213, 1]]",4.0
2289,80@3794,"[[77, 1], [1155, 1], [936, 1], [186, 1], [643, 1]]",5.0
2290,149@5036,"[[152, 1], [1567, 1], [1172, 1], [596, 1], [1213, 1]]",3.0
2291,88@1566,"[[47, 1], [246, 1]]",4.0
2292,23@2790,"[[743, 1], [1397, 1], [1874, 1], [836, 1], [1213, 1]]",5.0
2293,15@3111,"[[643, 1], [596, 1]]",3.0
2294,30@4504,"[[1873, 1], [581, 1], [1546, 1]]",4.0
2295,17@5263,"[[383, 1], [1870, 1]]",5.0
2296,73@560,"[[246, 1], [1213, 1]]",4.0
2297,100@3819,"[[1267, 1], [1941, 1]]",3.0
2298,115@4640,"[[1213, 1]]",4.0
2299,20@2966,"[[137, 1]]",3.0
2300,35@4301,"[[689, 1], [1874, 1], [1928, 1], [324, 1]]",2.0
2301,7@3703,"[[186, 1], [1023, 1], [62, 1], [1213, 1]]",3.0
2302,39@5135,"[[1956, 1]]",3.0
2303,3@2542,"[[1669, 1]]",4.0
2304,7@3076,"[[426, 1]]",5.0
2305,64@4071,"[[2016, 1], [2016, 1]]",3.0
2306,77@4189,"[[1206, 1], [1213, 1]]",4.0
2307,42@5206,"[[1096, 1], [835, 1], [1479, 1]]",3.0
2308,113@1188,"[[705, 1]]",4.0
2309,126@4495,"[[163, 1]]",5.0
2310,8@4358,"[[1093, 1], [549, 1]]",4.0
2311,105@1609,"[[1787, 1], [1099, 1], [186, 1], [1213, 1]]",4.0
2312,28@4396,"[[2024, 1], [15, 1], [596, 1]]",4.0
2313,104@4334,"[[855, 1]]",1.0
2314,124@82,"[[83, 1], [186, 1], [388, 1]]",4.0
2315,25@3499,"[[1530, 1], [62, 1], [1213, 1]]",5.0
2316,110@4459,"[[77, 1], [992, 1]]",2.0
2317,67@2124,"[[186, 1], [1023, 1], [596, 1], [605, 1]]",3.0
2318,94@4087,"[[1093, 1], [2036, 1], [941, 1]]",3.0
2319,92@3155,"[[675, 1], [62, 1], [731, 1]]",3.0
2320,67@599,"[[268, 1], [77, 1], [551, 1], [1059, 1], [436, 1], [186, 1], [221, 1], [1651, 1], [319, 1], [324, 1], [1197, 1], [1515, 1], [1869, 1], [581, 1], [1155, 1], [460, 1], [1651, 1], [1946, 1], [1867, 1]]",4.0
2321,103@2155,"[[1315, 1]]",4.0
2322,42@1006,"[[689, 1], [1787, 1], [479, 1], [246, 1]]",3.0
2323,90@3457,"[[1023, 1], [1567, 1], [1567, 1]]",2.0
2324,106@3604,"[[1869, 1], [1873, 1], [1059, 1], [261, 1], [1014, 1], [1210, 1], [246, 1], [180, 1], [340, 1], [268, 1]]",3.0
2325,118@2155,"[[643, 1]]",2.0
2326,41@1951,"[[1874, 1], [2048, 1], [1423, 1]]",4.0
2327,3@2268,"[[270, 1], [526, 1], [1650, 1]]",4.0
2328,117@719,"[[152, 1], [1731, 1], [255, 1]]",5.0
2329,8@989,"[[2003, 1]]",3.0
2330,88@1221,"[[146, 1], [186, 1], [1315, 1], [186, 1], [565, 1]]",3.0
2331,116@4060,"[[1048, 1], [955, 1], [479, 1]]",5.0
2332,149@2268,"[[146, 1], [736, 1], [905, 1]]",4.0
2333,70@4307,"[[1363, 1], [2071, 1], [436, 1], [731, 1], [1023, 1]]",5.0
2334,31@1368,"[[1874, 1]]",4.0
2335,70@5044,"[[186, 1], [1315, 1], [1213, 1], [1091, 1], [186, 1]]",4.0
2336,124@1019,"[[137, 1]]",4.0
2337,15@1854,"[[428, 1]]",4.0
2338,67@3395,"[[142, 1], [777, 1], [1874, 1], [701, 1], [61, 1], [731, 1], [428, 1]]",3.0
2339,126@3410,"[[317, 1]]",4.0
2340,70@4916,"[[2062, 1], [1423, 1]]",4.0
2341,17@1477,"[[383, 1]]",4.0
2342,90@2555,"[[777, 1], [1305, 1], [1874, 1], [1213, 1], [969, 1]]",4.0
2343,63@2190,"[[1023, 1], [1397, 1]]",4.0
2344,87@4387,"[[498, 1], [563, 1]]",2.0
2345,16@732,"[[1744, 1], [1648, 1]]",5.0
2346,136@4098,"[[1696, 1], [479, 1]]",5.0
2347,61@4522,"[[186, 1]]",5.0
2348,92@5256,"[[1870, 1], [1273, 1]]",3.0
2349,87@720,"[[130, 1], [186, 1]]",4.0
2350,104@1534,"[[581, 1], [1078, 1], [1231, 1], [445, 1], [1027, 1]]",4.0
2351,145@1523,"[[561, 1], [256, 1], [1867, 1]]",5.0
2352,70@1282,"[[606, 1], [1213, 1]]",4.0
2353,38@2640,"[[142, 1]]",4.0
2354,131@3250,"[[777, 1]]",5.0
2355,2@3976,"[[1674, 1], [496, 1], [516, 1]]",4.0
2356,47@4441,"[[795, 1]]",5.0
2357,100@1255,"[[705, 1]]",3.0
2358,8@1901,"[[1104, 1]]",5.0
2359,67@2385,"[[711, 1]]",4.0
2360,10@3478,"[[2055, 1], [1491, 1]]",4.0
2361,112@3229,"[[1155, 1], [186, 1], [246, 1], [1213, 1]]",5.0
2362,39@3948,"[[689, 1], [1692, 1], [643, 1], [1126, 1], [1956, 1], [770, 1], [1536, 1]]",3.0
2363,149@2845,"[[230, 1], [746, 1], [810, 1]]",3.5
2364,116@3587,"[[1423, 1], [1979, 1]]",4.0
2365,145@520,"[[1085, 1], [1655, 1], [1979, 1], [565, 1]]",5.0
2366,98@4346,"[[268, 1], [738, 1], [256, 1], [62, 1], [31, 1], [341, 1]]",3.0
2367,70@3756,"[[1692, 1], [1963, 1], [1213, 1], [709, 1]]",4.0
2368,96@39,"[[593, 1], [83, 1], [845, 1], [342, 1], [2062, 1], [1213, 1], [731, 1], [1672, 1], [304, 1], [731, 1]]",4.5
2369,31@3046,"[[1947, 1], [736, 1], [1096, 1], [1567, 1], [1956, 1]]",4.0
2370,99@330,"[[2035, 1]]",4.0
2371,93@4571,"[[186, 1], [1207, 1], [115, 1], [731, 1], [1873, 1], [830, 1]]",3.0
2372,92@2471,"[[186, 1]]",3.0
2373,52@2888,"[[694, 1], [1213, 1]]",5.0
2374,131@2343,"[[777, 1], [1946, 1]]",5.0
2375,134@4320,"[[1072, 1]]",2.0
2376,45@1422,"[[2055, 1], [268, 1], [845, 1], [606, 1], [645, 1]]",5.0
2377,71@413,"[[1372, 1], [293, 1], [268, 1], [835, 1], [460, 1], [754, 1], [604, 1], [496, 1]]",2.0
2378,32@2720,"[[1874, 1], [102, 1], [1213, 1]]",5.0
2379,3@41,"[[79, 1], [1093, 1], [1873, 1]]",2.0
2380,35@1986,"[[581, 1], [768, 1], [1928, 1], [1213, 1], [1946, 1]]",4.0
2381,116@4340,"[[77, 1], [496, 1], [793, 1]]",4.0
2382,6@4386,"[[1479, 1], [596, 1], [1213, 1]]",2.0
2383,70@560,"[[590, 1], [1023, 1], [990, 1], [1125, 1], [2073, 1], [1213, 1], [605, 1], [1023, 1]]",5.0
2384,67@3437,"[[1372, 1], [2024, 1], [268, 1], [1155, 1], [1743, 1], [676, 1], [1059, 1], [33, 1], [1952, 1], [1210, 1], [1180, 1], [1725, 1], [1478, 1], [1635, 1], [1683, 1]]",4.0
2385,102@848,"[[186, 1], [1423, 1]]",5.0
2386,149@1727,"[[1873, 1], [1423, 1], [1873, 1]]",3.0
2387,35@3640,"[[460, 1], [845, 1], [41, 1], [496, 1], [516, 1], [1928, 1], [1369, 1]]",3.0
2388,89@1451,"[[1593, 1], [1874, 1]]",3.0
2389,148@3658,"[[1887, 1], [1096, 1], [1874, 1]]",3.0
2390,83@2358,"[[694, 1], [992, 1], [1479, 1], [129, 1], [694, 1], [1423, 1]]",5.0
2391,75@4878,"[[592, 1], [142, 1]]",4.0
2392,96@4307,"[[1931, 1], [1423, 1]]",4.0
2393,116@91,"[[186, 1], [1567, 1], [731, 1]]",4.0
2394,92@2351,"[[1273, 1]]",4.0
2395,18@3735,"[[1189, 1], [777, 1], [1126, 1], [1780, 1], [479, 1]]",3.0
2396,149@659,"[[1869, 1], [607, 1], [1213, 1]]",4.0
2397,43@2103,"[[1372, 1], [835, 1], [274, 1], [1155, 1], [186, 1], [565, 1], [1210, 1], [1423, 1], [1213, 1], [1423, 1]]",3.0
2398,118@3713,"[[24, 1], [795, 1]]",4.0
2399,3@5093,"[[1931, 1], [1215, 1]]",3.0
2400,147@3042,"[[592, 1], [1093, 1]]",4.0
2401,14@2893,"[[285, 1]]",5.0
2402,3@4585,"[[694, 1], [1487, 1]]",3.0
2403,152@442,"[[152, 1], [570, 1], [259, 1], [1548, 1]]",4.0
2404,48@5022,"[[501, 1]]",4.0
2405,103@2453,"[[1869, 1], [565, 1]]",5.0
2406,147@1988,"[[2071, 1], [1530, 1], [761, 1]]",4.0
2407,149@1859,"[[1273, 1]]",3.0
2408,46@4423,"[[163, 1], [1606, 1]]",5.0
2409,139@4838,"[[297, 1]]",4.0
2410,97@2507,"[[1977, 1]]",4.0
2411,88@3035,"[[1873, 1], [929, 1], [565, 1], [1536, 1], [1521, 1], [1888, 1], [1213, 1], [1873, 1]]",2.0
2412,20@881,"[[186, 1], [1479, 1], [1423, 1]]",4.0
2413,147@1917,"[[186, 1], [1479, 1], [556, 1], [1857, 1]]",3.0
2414,101@5168,"[[505, 1]]",4.0
2415,133@3815,"[[186, 1], [1913, 1]]",4.0
2416,102@330,"[[643, 1], [42, 1], [643, 1]]",4.0
2417,75@171,"[[847, 1], [1587, 1]]",3.0
2418,140@5154,"[[186, 1], [1874, 1], [102, 1], [1104, 1], [731, 1], [130, 1]]",4.0
2419,35@5005,"[[100, 1], [256, 1]]",5.0
2420,142@3472,"[[795, 1]]",3.0
2421,92@124,"[[152, 1], [186, 1], [643, 1], [596, 1]]",5.0
2422,42@4899,"[[1189, 1], [965, 1], [550, 1], [351, 1]]",3.0
2423,88@1459,"[[736, 1]]",3.0
2424,3@4580,"[[1096, 1]]",4.0
